chip x0 y0 channel x y
5 -22.73 22.73 31 -19.965 3.375
5 -22.73 22.73 34 -25.495 42.085
5 -22.73 22.73 29 -25.495 36.555
5 -22.73 22.73 23 -25.495 31.025
5 -22.73 22.73 20 -25.495 25.495
5 -22.73 22.73 30 -25.495 19.965
5 -22.73 22.73 27 -25.495 14.435
5 -22.73 22.73 28 -25.495 8.905
5 -22.73 22.73 25 -25.495 3.375
5 -22.73 22.73 26 -31.025 42.085
5 -22.73 22.73 17 -31.025 36.555
5 -22.73 22.73 11 -31.025 31.025
5 -22.73 22.73 4 -31.025 25.495
5 -22.73 22.73 18 -31.025 19.965
5 -22.73 22.73 15 -31.025 14.435
5 -22.73 22.73 13 -31.025 8.905
5 -22.73 22.73 19 -31.025 3.375
5 -22.73 22.73 14 -36.555 42.085
5 -22.73 22.73 24 -36.555 36.555
5 -22.73 22.73 8 -36.555 31.025
5 -22.73 22.73 5 -36.555 25.495
5 -22.73 22.73 12 -36.555 19.965
5 -22.73 22.73 3 -36.555 14.435
5 -22.73 22.73 22 -36.555 8.905
5 -22.73 22.73 7 -36.555 3.375
5 -22.73 22.73 0 -42.085 42.085
5 -22.73 22.73 1 -42.085 36.555
5 -22.73 22.73 2 -42.085 31.025
5 -22.73 22.73 6 -42.085 25.495
5 -22.73 22.73 21 -42.085 19.965
5 -22.73 22.73 9 -42.085 14.435
5 -22.73 22.73 10 -42.085 8.905
5 -22.73 22.73 16 -42.085 3.375
6 -66.97 66.97 16 -47.615 86.325
6 -66.97 66.97 10 -47.615 80.795
6 -66.97 66.97 9 -47.615 75.265
6 -66.97 66.97 21 -47.615 69.735
6 -66.97 66.97 6 -47.615 64.205
6 -66.97 66.97 2 -47.615 58.675
6 -66.97 66.97 1 -47.615 53.145
6 -66.97 66.97 0 -47.615 47.615
6 -66.97 66.97 7 -53.145 86.325
6 -66.97 66.97 22 -53.145 80.795
6 -66.97 66.97 3 -53.145 75.265
6 -66.97 66.97 12 -53.145 69.735
6 -66.97 66.97 5 -53.145 64.205
6 -66.97 66.97 8 -53.145 58.675
